/home/bing_TUM/ehrensberger/master-thesis/imports/mimicgen/datasets/robot/threading_d0_iiwa.hdf5,/home/bing_TUM/ehrensberger/master-thesis/imports/mimicgen/datasets/robot/threading_d1_iiwa.hdf5,/home/bing_TUM/ehrensberger/master-thesis/imports/mimicgen/datasets/robot/threading_d1_panda.hdf5,/home/bing_TUM/ehrensberger/master-thesis/imports/mimicgen/datasets/robot/threading_d0_panda.hdf5,/home/bing_TUM/ehrensberger/master-thesis/imports/mimicgen/datasets/robot/threading_d0_sawyer.hdf5,/home/bing_TUM/ehrensberger/master-thesis/imports/mimicgen/datasets/robot/square_d0_panda.hdf5,/home/bing_TUM/ehrensberger/master-thesis/imports/mimicgen/datasets/robot/square_d1_panda.hdf5,/home/bing_TUM/ehrensberger/master-thesis/imports/mimicgen/datasets/robot/square_d0_ur5e.hdf5,/home/bing_TUM/ehrensberger/master-thesis/imports/mimicgen/datasets/robot/square_d1_sawyer.hdf5,/home/bing_TUM/ehrensberger/master-thesis/imports/mimicgen/datasets/robot/square_d0_sawyer.hdf5,/home/bing_TUM/ehrensberger/master-thesis/imports/mimicgen/datasets/robot/square_d1_ur5e.hdf5,/home/bing_TUM/ehrensberger/master-thesis/imports/mimicgen/datasets/robot/square_d0_iiwa.hdf5,/home/bing_TUM/ehrensberger/master-thesis/imports/mimicgen/datasets/robot/threading_d1_sawyer.hdf5,/home/bing_TUM/ehrensberger/master-thesis/imports/mimicgen/datasets/robot/threading_d1_ur5e.hdf5,/home/bing_TUM/ehrensberger/master-thesis/imports/mimicgen/datasets/robot/threading_d0_ur5e.hdf5,/home/bing_TUM/ehrensberger/master-thesis/imports/mimicgen/datasets/robot/square_d1_iiwa.hdf5,/dss/dssfs04/lwp-dss-0002/pn36ce/pn36ce-dss-0000/ehrensberger/imports/mimicgen/datasets/robot/square_d1_panda.hdf5,/dss/dssfs04/lwp-dss-0002/pn36ce/pn36ce-dss-0000/ehrensberger/imports/mimicgen/datasets/robot/square_d0_ur5e.hdf5,/dss/dssfs04/lwp-dss-0002/pn36ce/pn36ce-dss-0000/ehrensberger/imports/mimicgen/datasets/robot/square_d0_iiwa.hdf5,/dss/dssfs04/lwp-dss-0002/pn36ce/pn36ce-dss-0000/ehrensberger/imports/mimicgen/datasets/robot/threading_d1_ur5e.hdf5,/dss/dssfs04/lwp-dss-0002/pn36ce/pn36ce-dss-0000/ehrensberger/imports/mimicgen/datasets/robot/threading_d0_panda.hdf5,/dss/dssfs04/lwp-dss-0002/pn36ce/pn36ce-dss-0000/ehrensberger/imports/mimicgen/datasets/robot/threading_d1_iiwa.hdf5,/dss/dssfs04/lwp-dss-0002/pn36ce/pn36ce-dss-0000/ehrensberger/imports/mimicgen/datasets/robot/threading_d0_ur5e.hdf5,/dss/dssfs04/lwp-dss-0002/pn36ce/pn36ce-dss-0000/ehrensberger/imports/mimicgen/datasets/robot/threading_d1_sawyer.hdf5,/dss/dssfs04/lwp-dss-0002/pn36ce/pn36ce-dss-0000/ehrensberger/imports/mimicgen/datasets/robot/threading_d1_panda.hdf5,/dss/dssfs04/lwp-dss-0002/pn36ce/pn36ce-dss-0000/ehrensberger/imports/mimicgen/datasets/robot/square_d0_panda.hdf5,/dss/dssfs04/lwp-dss-0002/pn36ce/pn36ce-dss-0000/ehrensberger/imports/mimicgen/datasets/robot/square_d0_sawyer.hdf5,/dss/dssfs04/lwp-dss-0002/pn36ce/pn36ce-dss-0000/ehrensberger/imports/mimicgen/datasets/robot/threading_d0_iiwa.hdf5,/dss/dssfs04/lwp-dss-0002/pn36ce/pn36ce-dss-0000/ehrensberger/imports/mimicgen/datasets/robot/square_d1_sawyer.hdf5,/dss/dssfs04/lwp-dss-0002/pn36ce/pn36ce-dss-0000/ehrensberger/imports/mimicgen/datasets/robot/square_d1_iiwa.hdf5,/dss/dssfs04/lwp-dss-0002/pn36ce/pn36ce-dss-0000/ehrensberger/imports/mimicgen/datasets/robot/threading_d0_sawyer.hdf5,/dss/dssfs04/lwp-dss-0002/pn36ce/pn36ce-dss-0000/ehrensberger/imports/mimicgen/datasets/robot/square_d1_ur5e.hdf5
232,248,249,261,205,166,161,155,138,134,160,155,248,232,248,160,161,155,155,232,261,248,248,248,249,166,134,232,138,160,205,160
193,241,215,194,232,139,135,134,134,155,134,171,193,248,232,135,135,134,171,248,194,241,232,193,215,139,155,193,134,135,232,134
260,260,261,261,241,135,139,138,155,165,135,163,205,193,260,134,139,138,163,193,261,260,260,205,261,135,165,260,155,134,241,135
232,248,261,215,260,135,136,135,155,163,165,171,248,232,260,155,136,135,171,232,215,248,260,248,261,135,163,232,155,155,260,165
232,232,215,261,241,139,166,155,135,163,161,135,248,232,232,160,166,155,135,232,261,232,232,248,215,139,163,232,135,160,241,161
193,241,194,242,248,135,136,134,155,135,135,138,211,248,241,134,136,134,138,248,242,241,241,211,194,135,135,193,155,134,248,135
248,232,242,200,211,139,136,155,155,171,163,165,205,193,241,155,136,155,165,193,200,232,241,205,242,139,171,248,155,155,211,163
241,241,215,261,232,135,166,134,134,155,161,135,260,260,232,171,166,134,135,260,261,241,232,260,215,135,155,241,134,171,232,161
241,193,233,233,205,162,156,155,155,163,161,165,205,241,260,155,156,155,165,241,233,193,260,205,233,162,163,241,155,155,205,161
260,205,206,261,214,135,139,160,155,160,155,134,193,260,211,155,139,160,134,260,261,205,211,193,206,135,160,260,155,155,214,155
232,248,261,200,241,161,139,155,155,161,155,134,260,248,214,134,139,155,134,248,200,248,214,260,261,161,161,232,155,134,241,155
248,241,194,215,241,139,162,155,155,135,163,163,241,241,214,161,162,155,163,241,215,241,214,241,194,139,135,248,155,161,241,163
214,241,242,206,248,166,166,171,161,135,155,155,248,193,248,161,166,171,155,193,206,241,248,248,242,166,135,214,161,161,248,155
260,260,215,194,205,161,166,161,171,155,138,135,241,232,248,134,166,161,135,232,194,260,248,241,215,161,155,260,171,134,205,138
232,205,249,206,241,136,136,155,155,160,160,155,211,241,260,138,136,155,155,241,206,205,260,211,249,136,160,232,155,138,241,160
241,232,242,215,193,166,156,138,160,165,163,171,205,211,232,155,156,138,171,211,215,232,232,205,242,166,165,241,160,155,193,163
248,211,212,194,205,162,156,135,134,134,160,155,241,214,241,155,156,135,155,214,194,211,241,241,212,162,134,248,134,155,205,160
260,241,242,261,211,166,162,161,161,135,135,138,260,260,232,155,162,161,138,260,261,241,232,260,242,166,135,260,161,155,211,135
260,241,233,194,241,166,136,160,155,160,155,155,205,214,260,160,136,160,155,214,194,241,260,205,233,166,160,260,155,160,241,155
232,232,194,194,260,161,136,161,138,163,161,155,211,260,232,160,136,161,155,260,194,232,232,211,194,161,163,232,138,160,260,161
232,232,261,212,248,135,164,163,163,134,163,138,260,232,248,160,164,163,138,232,212,232,248,260,261,135,134,232,163,160,248,163
260,232,194,261,232,162,156,155,135,160,135,171,214,232,260,138,156,155,171,232,261,232,260,214,194,162,160,260,135,138,232,135
232,232,242,194,232,166,156,155,165,161,163,155,248,260,214,135,156,155,155,260,194,232,214,248,242,166,161,232,165,135,232,163
214,232,215,194,211,156,161,165,165,160,134,155,205,260,214,138,161,165,155,260,194,232,214,205,215,156,160,214,165,138,211,134
232,232,261,200,248,166,161,163,171,134,161,155,211,241,241,155,161,163,155,241,200,232,241,211,261,166,134,232,171,155,248,161
241,248,233,194,205,156,161,134,155,160,138,135,241,193,232,155,161,134,135,193,194,248,232,241,233,156,160,241,155,155,205,138
232,193,249,200,205,139,139,155,155,134,161,155,260,248,260,135,139,155,155,248,200,193,260,260,249,139,134,232,155,135,205,161
214,241,242,242,248,166,166,138,161,155,163,138,241,232,232,155,166,138,138,232,242,241,232,241,242,166,155,214,161,155,248,163
232,232,242,249,241,136,136,165,134,171,138,155,214,260,241,161,136,165,155,260,249,232,241,214,242,136,171,232,134,161,241,138
241,211,212,233,241,156,161,134,161,135,163,138,248,241,260,138,161,134,138,241,233,211,260,248,212,156,135,241,161,138,241,163
214,193,242,233,241,139,135,134,155,134,134,138,260,232,199,138,135,134,138,232,233,193,199,260,242,139,134,214,155,138,241,134
248,260,261,212,241,172,164,163,161,165,155,155,248,232,232,171,164,163,155,232,212,260,232,248,261,172,165,248,161,171,241,155
248,232,212,215,214,166,156,155,138,155,161,163,241,205,241,160,156,155,163,205,215,232,241,241,212,166,155,248,138,160,214,161
232,214,200,242,205,139,139,138,134,165,155,155,241,232,248,161,139,138,155,232,242,214,248,241,200,139,165,232,134,161,205,155
241,193,206,233,205,139,135,155,163,163,163,171,193,214,248,138,135,155,171,214,233,193,248,193,206,139,163,241,163,138,205,163
232,248,242,242,214,135,156,161,134,155,135,165,199,260,232,155,156,161,165,260,242,248,232,199,242,135,155,232,134,155,214,135
241,232,206,249,248,135,136,155,161,165,163,134,211,260,214,135,136,155,134,260,249,232,214,211,206,135,165,241,161,135,248,163
193,232,212,249,248,161,166,135,160,163,165,135,241,260,214,165,166,135,135,260,249,232,214,241,212,161,163,193,160,165,248,165
260,248,242,194,260,156,136,155,160,160,135,138,214,260,248,135,136,155,138,260,194,248,248,214,242,156,160,260,160,135,260,135
211,260,242,206,214,135,156,134,160,165,138,155,214,260,260,134,156,134,155,260,206,260,260,214,242,135,165,211,160,134,214,138
241,241,249,242,241,166,139,138,155,160,161,165,193,241,260,160,139,138,165,241,242,241,260,193,249,166,160,241,155,160,241,161
232,232,233,200,241,172,156,165,155,171,134,155,214,241,260,155,156,165,155,241,200,232,260,214,233,172,171,232,155,155,241,134
241,193,212,194,205,139,156,135,161,155,155,138,211,241,241,134,156,135,138,241,194,193,241,211,212,139,155,241,161,134,205,155
232,211,212,233,260,135,161,155,163,155,165,155,211,248,193,134,161,155,155,248,233,211,193,211,212,135,155,232,163,134,260,165
248,214,194,212,214,162,156,138,155,161,165,165,214,193,232,161,156,138,165,193,212,214,232,214,194,162,161,248,155,161,214,165
248,211,242,261,205,135,136,134,155,138,160,155,248,193,260,138,136,134,155,193,261,211,260,248,242,135,138,248,155,138,205,160
232,193,261,233,260,156,156,135,155,135,155,165,211,241,193,161,156,135,165,241,233,193,193,211,261,156,135,232,155,161,260,155
214,232,261,249,260,139,135,163,135,138,134,135,214,260,232,165,135,163,135,260,249,232,232,214,261,139,138,214,135,165,260,134
260,214,261,233,241,135,156,171,155,135,161,165,232,260,214,160,156,171,165,260,233,214,214,232,261,135,135,260,155,160,241,161
260,205,212,200,260,166,172,155,155,165,134,135,248,241,241,163,172,155,135,241,200,205,241,248,212,166,165,260,155,163,260,134
211,260,261,261,193,166,166,155,155,134,155,135,205,193,260,134,166,155,135,193,261,260,260,205,261,166,134,211,155,134,193,155
232,232,206,194,193,156,162,135,161,165,155,165,248,232,260,135,162,135,165,232,194,232,260,248,206,156,165,232,161,135,193,155
260,248,212,242,241,139,164,155,155,155,163,155,248,241,260,155,164,155,155,241,242,248,260,248,212,139,155,260,155,155,241,163
232,193,206,233,211,136,156,160,160,138,160,171,260,232,260,171,156,160,171,232,233,193,260,260,206,136,138,232,160,171,211,160
241,260,249,206,248,139,156,134,155,155,160,165,232,232,211,163,156,134,165,232,206,260,211,232,249,139,155,241,155,163,248,160
248,232,194,233,232,166,136,155,161,165,165,155,205,214,241,161,136,155,155,214,233,232,241,205,194,166,165,248,161,161,232,165
214,241,200,215,248,156,139,160,165,163,155,165,248,241,260,155,139,160,165,241,215,241,260,248,200,156,163,214,165,155,248,155
214,232,215,215,211,156,156,138,163,155,155,155,248,241,241,163,156,138,155,241,215,232,241,248,215,156,155,214,163,163,211,155
232,241,261,212,214,172,164,160,155,155,135,171,260,214,232,135,164,160,171,214,212,241,232,260,261,172,155,232,155,135,214,135
248,232,233,261,214,136,139,160,155,161,161,155,248,211,232,165,139,160,155,211,261,232,232,248,233,136,161,248,155,165,214,161
211,199,194,194,260,172,139,163,155,135,155,138,205,214,241,138,139,163,138,214,194,199,241,205,194,172,135,211,155,138,260,155
260,260,200,215,248,162,135,155,155,165,135,155,248,241,214,171,135,155,155,241,215,260,214,248,200,162,165,260,155,171,248,135
260,241,242,249,260,139,164,135,155,163,135,155,248,211,193,160,164,135,155,211,249,241,193,248,242,139,163,260,155,160,260,135
248,241,242,194,241,161,156,155,155,171,165,163,260,241,232,165,156,155,163,241,194,241,232,260,242,161,171,248,155,165,241,165
232,241,233,206,211,161,139,163,134,155,155,155,248,205,241,138,139,163,155,205,206,241,241,248,233,161,155,232,134,138,211,155
232,260,261,215,193,161,135,160,163,165,155,165,241,241,232,135,135,160,165,241,215,260,232,241,261,161,165,232,163,135,193,155
232,193,200,261,193,161,136,165,163,155,155,138,241,241,232,155,136,165,138,241,261,193,232,241,200,161,155,232,163,155,193,155
232,260,194,261,248,156,166,171,165,155,163,134,211,241,232,163,166,171,134,241,261,260,232,211,194,156,155,232,165,163,248,163
232,232,194,249,211,164,136,160,155,161,160,134,241,232,241,135,136,160,134,232,249,232,241,241,194,164,161,232,155,135,211,160
241,193,233,200,241,162,156,134,135,138,135,165,199,214,214,155,156,134,165,214,200,193,214,199,233,162,138,241,135,155,241,135
248,205,194,215,193,156,156,155,161,161,155,138,241,232,193,155,156,155,138,232,215,205,193,241,194,156,161,248,161,155,193,155
193,232,215,215,193,156,136,155,135,155,165,138,260,232,232,163,136,155,138,232,215,232,232,260,215,156,155,193,135,163,193,165
260,248,233,212,205,139,136,138,160,155,163,155,211,214,241,155,136,138,155,214,212,248,241,211,233,139,155,260,160,155,205,163
260,241,212,212,248,156,156,171,155,171,161,138,248,248,232,165,156,171,138,248,212,241,232,248,212,156,171,260,155,165,248,161
241,241,261,212,248,172,139,165,155,135,155,135,248,232,241,163,139,165,135,232,212,241,241,248,261,172,135,241,155,163,248,155
241,248,200,233,241,156,156,155,155,171,165,135,193,193,260,165,156,155,135,193,233,248,260,193,200,156,171,241,155,165,241,165
241,232,200,215,193,136,161,155,135,155,155,138,205,241,248,134,161,155,138,241,215,232,248,205,200,136,155,241,135,134,193,155
260,214,261,233,248,135,136,155,165,134,155,171,248,193,241,155,136,155,171,193,233,214,241,248,261,135,134,260,165,155,248,155
232,193,212,261,232,172,136,171,134,155,165,155,241,232,260,160,136,171,155,232,261,193,260,241,212,172,155,232,134,160,232,165
232,260,212,233,260,156,136,135,171,163,134,134,211,232,232,163,136,135,134,232,233,260,232,211,212,156,163,232,171,163,260,134
232,260,233,194,205,136,162,155,161,161,163,163,205,232,214,134,162,155,163,232,194,260,214,205,233,136,161,232,161,134,205,163
248,214,200,233,214,156,136,165,155,135,135,155,214,241,232,138,136,165,155,241,233,214,232,214,200,156,135,248,155,138,214,135
193,260,261,261,241,161,136,160,163,134,163,134,248,248,232,138,136,160,134,248,261,260,232,248,261,161,134,193,163,138,241,163
260,248,242,233,241,172,162,155,161,165,160,165,214,248,214,161,162,155,165,248,233,248,214,214,242,172,165,260,161,161,241,160
248,232,233,212,205,156,161,155,163,165,155,155,211,241,232,138,161,155,155,241,212,232,232,211,233,156,165,248,163,138,205,155
232,260,233,261,248,162,164,155,138,165,135,165,248,232,232,163,164,155,165,232,261,260,232,248,233,162,165,232,138,163,248,135
248,241,233,200,248,156,156,155,155,165,160,138,241,214,248,155,156,155,138,214,200,241,248,241,233,156,165,248,155,155,248,160
260,248,215,206,214,135,136,155,155,155,163,138,214,211,241,155,136,155,138,211,206,248,241,214,215,135,155,260,155,155,214,163
241,232,215,194,260,156,135,155,165,163,134,135,248,211,260,155,135,155,135,211,194,232,260,248,215,156,163,241,165,155,260,134
260,260,261,206,193,136,156,155,135,155,135,135,248,241,211,135,156,155,135,241,206,260,211,248,261,136,155,260,135,135,193,135
248,214,200,249,205,156,136,161,155,161,155,134,241,241,214,135,136,161,134,241,249,214,214,241,200,156,161,248,155,135,205,155
232,241,261,242,248,166,156,155,134,161,155,155,193,232,260,134,156,155,155,232,242,241,260,193,261,166,161,232,134,134,248,155
232,260,206,200,205,156,164,155,155,155,163,160,211,232,241,155,164,155,160,232,200,260,241,211,206,156,155,232,155,155,205,163
248,241,212,200,205,156,139,155,160,138,155,135,211,232,211,138,139,155,135,232,200,241,211,211,212,156,138,248,160,138,205,155
193,232,194,261,241,156,164,155,155,135,138,171,211,248,232,138,164,155,171,248,261,232,232,211,194,156,135,193,155,138,241,138
232,260,242,194,241,172,135,155,155,171,134,155,248,241,241,155,135,155,155,241,194,260,241,248,242,172,171,232,155,155,241,134
193,241,242,233,241,136,162,155,135,135,138,135,211,241,232,138,162,155,135,241,233,241,232,211,242,136,135,193,135,138,241,138
232,232,233,233,260,166,156,135,155,161,155,134,214,211,232,161,156,135,134,211,233,232,232,214,233,166,161,232,155,161,260,155
232,241,206,206,248,136,166,138,161,165,155,165,193,248,241,163,166,138,165,248,206,241,241,193,206,136,165,232,161,163,248,155
241,260,249,194,205,156,161,138,155,134,165,155,260,232,193,135,161,138,155,232,194,260,193,260,249,156,134,241,155,135,205,165
214,260,233,206,214,162,166,161,135,155,134,135,214,248,241,134,166,161,135,248,206,260,241,214,233,162,155,214,135,134,214,134
232,260,212,242,214,164,136,160,134,165,155,155,260,232,232,135,136,160,155,232,242,260,232,260,212,164,165,232,134,135,214,155
241,260,261,200,205,156,136,160,163,155,155,138,248,260,260,160,136,160,138,260,200,260,260,248,261,156,155,241,163,160,205,155
232,232,212,200,241,136,135,138,155,171,138,138,241,241,232,135,135,138,138,241,200,232,232,241,212,136,171,232,155,135,241,138
214,211,215,261,248,164,166,155,161,135,155,155,260,214,260,165,166,155,155,214,261,211,260,260,215,164,135,214,161,165,248,155
232,248,215,233,260,135,162,155,163,160,165,155,248,193,232,135,162,155,155,193,233,248,232,248,215,135,160,232,163,135,260,165
241,214,200,261,211,156,164,138,134,155,135,171,260,232,214,155,164,138,171,232,261,214,214,260,200,156,155,241,134,155,211,135
232,260,200,194,232,164,172,134,155,134,163,171,211,214,205,165,172,134,171,214,194,260,205,211,200,164,134,232,155,165,232,163
241,193,212,206,248,172,166,155,171,155,165,165,193,232,232,138,166,155,165,232,206,193,232,193,212,172,155,241,171,138,248,165
241,232,233,200,214,139,136,163,155,155,138,138,205,241,241,155,136,163,138,241,200,232,241,205,233,139,155,241,155,155,214,138
193,260,233,242,241,156,172,163,160,160,155,155,260,241,211,155,172,163,155,241,242,260,211,260,233,156,160,193,160,155,241,155
232,232,212,261,260,162,156,155,160,155,155,155,248,241,193,163,156,155,155,241,261,232,193,248,212,162,155,232,160,163,260,155
232,260,194,200,260,162,156,135,160,161,171,155,248,193,241,135,156,135,155,193,200,260,241,248,194,162,161,232,160,135,260,171
232,232,194,249,241,136,139,155,165,165,160,138,248,211,232,155,139,155,138,211,249,232,232,248,194,136,165,232,165,155,241,160
260,241,242,206,248,139,156,135,155,155,135,155,241,241,232,155,156,135,155,241,206,241,232,241,242,139,155,260,155,155,248,135
248,241,200,233,248,172,172,165,165,155,155,165,199,241,248,163,172,165,165,241,233,241,248,199,200,172,155,248,165,163,248,155
232,232,249,233,241,161,172,163,160,163,160,138,205,241,260,155,172,163,138,241,233,232,260,205,249,161,163,232,160,155,241,160
248,248,233,242,232,166,136,163,138,165,135,135,214,214,248,155,136,163,135,214,242,248,248,214,233,166,165,248,138,155,232,135
232,193,212,249,199,161,139,155,135,160,160,135,232,260,241,135,139,155,135,260,249,193,241,232,212,161,160,232,135,135,199,160
232,232,212,215,248,156,135,135,138,135,160,134,205,193,260,160,135,135,134,193,215,232,260,205,212,156,135,232,138,160,248,160
232,248,212,194,241,172,156,138,160,160,135,163,205,232,214,155,156,138,163,232,194,248,214,205,212,172,160,232,160,155,241,135
248,260,249,233,205,162,156,165,155,161,135,135,241,232,241,135,156,165,135,232,233,260,241,241,249,162,161,248,155,135,205,135
260,260,206,215,241,162,172,155,155,135,161,155,248,241,232,135,172,155,155,241,215,260,232,248,206,162,135,260,155,135,241,161
232,241,249,233,214,162,136,138,160,161,155,171,193,241,232,161,136,138,171,241,233,241,232,193,249,162,161,232,160,161,214,155
241,214,242,261,193,166,161,135,155,134,155,155,260,232,232,161,161,135,155,232,261,214,232,260,242,166,134,241,155,161,193,155
211,241,212,212,260,156,135,155,134,160,160,155,260,260,248,161,135,155,155,260,212,241,248,260,212,156,160,211,134,161,260,160
241,241,249,200,205,156,139,155,155,165,135,155,248,260,214,155,139,155,155,260,200,241,214,248,249,156,165,241,155,155,205,135
260,205,233,206,248,156,166,155,163,134,161,155,211,248,232,161,166,155,155,248,206,205,232,211,233,156,134,260,163,161,248,161
260,248,261,200,260,156,156,165,161,134,155,138,241,193,248,138,156,165,138,193,200,248,248,241,261,156,134,260,161,138,260,155
232,241,249,212,241,162,166,165,138,134,155,155,248,232,232,155,166,165,155,232,212,241,232,248,249,162,134,232,138,155,241,155
248,241,194,200,214,135,166,138,161,160,155,135,248,248,232,135,166,138,135,248,200,241,232,248,194,135,160,248,161,135,214,155
199,241,215,215,248,156,139,163,160,161,135,165,248,241,248,155,139,163,165,241,215,241,248,248,215,156,161,199,160,155,248,135
260,241,194,249,260,166,136,171,163,155,161,165,241,193,260,155,136,171,165,193,249,241,260,241,194,166,155,260,163,155,260,161
193,232,206,200,248,136,156,160,134,155,161,155,260,232,241,160,156,160,155,232,200,232,241,260,206,136,155,193,134,160,248,161
232,260,212,233,248,166,166,163,134,163,155,155,205,248,260,160,166,163,155,248,233,260,260,205,212,166,163,232,134,160,248,155
260,232,242,206,260,161,156,155,134,160,155,155,205,232,232,155,156,155,155,232,206,232,232,205,242,161,160,260,134,155,260,155
232,241,242,212,205,166,164,155,155,165,161,171,199,248,241,155,164,155,171,248,212,241,241,199,242,166,165,232,155,155,205,161
241,232,194,194,193,139,162,163,155,165,163,171,248,241,214,138,162,163,171,241,194,232,214,248,194,139,165,241,155,138,193,163
248,241,233,200,241,139,139,134,135,165,135,135,241,232,241,138,139,134,135,232,200,241,241,241,233,139,165,248,135,138,241,135
232,232,261,242,205,162,166,155,134,165,155,135,260,214,260,135,166,155,135,214,242,232,260,260,261,162,165,232,134,135,205,155
260,232,249,212,214,161,161,155,160,155,160,171,260,241,260,161,161,155,171,241,212,232,260,260,249,161,155,260,160,161,214,160
232,232,212,261,214,136,166,155,134,163,135,155,205,232,232,155,166,155,155,232,261,232,232,205,212,136,163,232,134,155,214,135
214,248,200,261,260,156,156,138,163,135,165,138,193,260,241,155,156,138,138,260,261,248,241,193,200,156,135,214,163,155,260,165
260,214,261,212,260,139,156,160,161,171,163,138,232,205,260,135,156,160,138,205,212,214,260,232,261,139,171,260,161,135,260,163
232,232,242,194,241,156,161,160,171,155,155,134,260,248,232,155,161,160,134,248,194,232,232,260,242,156,155,232,171,155,241,155
193,260,242,215,248,172,156,155,155,155,161,138,214,232,260,161,156,155,138,232,215,260,260,214,242,172,155,193,155,161,248,161
232,241,233,261,260,162,139,160,155,138,165,165,260,241,232,135,139,160,165,241,261,241,232,260,233,162,138,232,155,135,260,165
232,232,249,242,248,156,136,138,134,135,135,155,193,241,260,135,136,138,155,241,242,232,260,193,249,156,135,232,134,135,248,135
248,241,215,200,260,136,166,163,138,155,138,134,241,241,232,160,166,163,134,241,200,241,232,241,215,136,155,248,138,160,260,138
199,241,212,200,241,139,136,155,163,155,135,165,193,241,241,160,136,155,165,241,200,241,241,193,212,139,155,199,163,160,241,135
260,211,242,261,260,166,156,155,134,155,155,165,260,232,260,138,156,155,165,232,261,211,260,260,242,166,155,260,134,138,260,155
260,232,206,212,260,156,166,165,161,134,134,165,248,260,232,161,166,165,165,260,212,232,232,248,206,156,134,260,161,161,260,134
260,241,206,215,205,139,164,138,165,155,163,171,205,211,260,163,164,138,171,211,215,241,260,205,206,139,155,260,165,163,205,163
248,214,194,215,214,166,161,171,155,161,155,171,193,232,241,160,161,171,171,232,215,214,241,193,194,166,161,248,155,160,214,155
232,260,206,261,241,135,156,135,171,155,134,138,260,232,260,138,156,135,138,232,261,260,260,260,206,135,155,232,171,138,241,134
260,260,242,261,241,139,166,165,155,161,163,155,241,232,232,155,166,165,155,232,261,260,232,241,242,139,161,260,155,155,241,163
241,232,249,233,193,166,166,138,160,155,155,155,214,260,260,160,166,138,155,260,233,232,260,214,249,166,155,241,160,160,193,155
260,248,242,206,260,172,166,138,135,134,138,155,248,248,232,135,166,138,155,248,206,248,232,248,242,172,134,260,135,135,260,138
232,260,194,194,214,136,162,134,155,155,165,155,193,232,248,135,162,134,155,232,194,260,248,193,194,136,155,232,155,135,214,165
211,248,233,249,214,136,166,155,163,135,155,163,248,193,248,135,166,155,163,193,249,248,248,248,233,136,135,211,163,135,214,155
241,193,242,206,214,166,156,138,161,155,163,138,248,232,232,155,156,138,138,232,206,193,232,248,242,166,155,241,161,155,214,163
241,241,242,242,193,162,156,160,155,155,138,155,205,241,232,138,156,160,155,241,242,241,232,205,242,162,155,241,155,138,193,138
260,241,261,261,205,161,166,155,171,163,161,138,214,211,260,171,166,155,138,211,261,241,260,214,261,161,163,260,171,171,205,161
211,214,233,233,232,162,166,160,171,160,138,138,205,241,241,135,166,160,138,241,233,214,241,205,233,162,160,211,171,135,232,138
211,260,194,215,232,136,136,171,165,155,165,171,241,232,211,165,136,171,171,232,215,260,211,241,194,136,155,211,165,165,232,165
248,241,233,212,193,161,172,155,155,155,165,155,248,232,248,155,172,155,155,232,212,241,248,248,233,161,155,248,155,155,193,165
214,211,215,200,241,136,162,171,163,135,155,171,248,260,232,155,162,171,171,260,200,211,232,248,215,136,135,214,163,155,241,155
260,232,242,212,241,166,136,155,163,165,155,155,193,205,248,171,136,155,155,205,212,232,248,193,242,166,165,260,163,171,241,155
241,241,233,206,214,156,136,138,134,155,135,171,241,260,232,155,136,138,171,260,206,241,232,241,233,156,155,241,134,155,214,135
248,211,233,233,193,172,135,171,165,155,163,138,205,241,232,155,135,171,138,241,233,211,232,205,233,172,155,248,165,155,193,163
248,241,233,206,214,161,156,155,171,134,171,155,241,241,232,155,156,155,155,241,206,241,232,241,233,161,134,248,171,155,214,171
211,241,215,233,211,156,156,171,171,138,155,165,241,241,260,155,156,171,165,241,233,241,260,241,215,156,138,211,171,155,211,155
232,241,194,212,214,156,156,155,163,155,155,163,248,248,232,160,156,155,163,248,212,241,232,248,194,156,155,232,163,160,214,155
248,232,249,215,241,161,156,163,155,155,171,138,260,232,214,134,156,163,138,232,215,232,214,260,249,161,155,248,155,134,241,171
241,241,215,233,241,136,156,171,171,134,161,165,260,241,211,161,156,171,165,241,233,241,211,260,215,136,134,241,171,161,241,161
214,260,200,261,211,162,136,155,155,138,171,155,211,260,232,138,136,155,155,260,261,260,232,211,200,162,138,214,155,138,211,171
214,193,233,194,241,136,161,135,163,163,155,155,248,248,241,135,161,135,155,248,194,193,241,248,233,136,163,214,163,135,241,155
241,248,215,261,248,156,156,155,160,165,165,155,248,211,260,135,156,155,155,211,261,248,260,248,215,156,165,241,160,135,248,165
232,241,200,261,193,156,139,160,135,155,161,165,211,241,232,138,139,160,165,241,261,241,232,211,200,156,155,232,135,138,193,161
248,232,212,200,193,139,156,155,155,138,155,138,248,248,260,155,156,155,138,248,200,232,260,248,212,139,138,248,155,155,193,155
232,214,233,206,248,156,139,165,165,160,155,155,205,232,248,155,139,165,155,232,206,214,248,205,233,156,160,232,165,155,248,155
232,232,212,215,260,139,156,134,155,155,165,138,260,232,214,155,156,134,138,232,215,232,214,260,212,139,155,232,155,155,260,165
241,260,233,200,248,156,139,171,138,165,134,155,260,211,193,161,139,171,155,211,200,260,193,260,233,156,165,241,138,161,248,134
193,205,215,249,241,139,166,155,165,138,163,138,211,232,260,165,166,155,138,232,249,205,260,211,215,139,138,193,165,165,241,163
211,193,261,261,241,135,166,165,155,155,155,155,241,260,241,138,166,165,155,260,261,193,241,241,261,135,155,211,155,138,241,155
248,241,212,194,193,136,136,161,171,163,163,155,211,214,260,163,136,161,155,214,194,241,260,211,212,136,163,248,171,163,193,163
